DOID:557	kidney disease	 	D007674	C34843	10911, 133, 136, 14181, 1471, 1490, 1524, 1535, 1636, 177, 183, 185, 1956, 2169, 2212, 249, 2621, 29126, 3291, 3383, 348, 3552, 3606, 3611, 3688, 3934, 3952, 3987, 4010, 4036, 4318, 4524, 5054, 5133, 5311, 558, 5747, 59272, 5950, 624, 6347, 6352, 6383, 6402, 6446, 6495, 6521, 6647, 7076, 718, 7249, 7490, 9356, 9370, 9376, 9982
DOID:1074	kidney failure	586	D051437	C4376	1026, 10911, 11093, 135, 1471, 1636, 185, 2056, 217, 259, 348, 4162, 4353, 4524, 4609, 5076, 5972, 6279, 6280, 6314, 6347, 9370
DOID:3674	kidney rhabdoid cancer	 	 	C8715	6598
DOID:1921	Klinefelter's syndrome	758.7	D007713	C34752	190, 2260, 3624, 367, 4524
DOID:10587	Krabbe disease	 	D007965	C61254	1118
DOID:10873	Kuhnt-Junius degeneration	362.52	 	 	1471, 2944, 2950, 2952, 387715, 6648
DOID:13579	kwashiorkor	260	D007732	 	3479, 3952, 3953, 6462
DOID:3650	lactic acidosis	 	D000140	 	2954, 3586, 5428, 7124
DOID:3534	Lafora disease	 	D020192	C84804	378884
DOID:2571	Langerhans-cell histiocytosis	 	D006646	C6920	1435, 3557, 3605, 4254, 4288, 7124, 841, 8837
DOID:93	language disorder	 	D007806	 	1080, 406874, 552
DOID:4552	large cell carcinoma	 	D018287	C3780	1045, 11186, 1956, 2064, 2272, 3845
DOID:3857	large cell medulloblastoma	 	 	C6904	4233, 4609
DOID:1994	large intestine cancer	 	D015179	C2955	100133941, 10097, 10220, 1026, 1027, 1029, 1030, 10397, 1044, 1045, 1048, 10539, 1058, 10666, 10734, 10763, 1081, 10848, 10849, 1084, 1087, 10984, 10, 11004, 1111, 11132, 11156, 11171, 11186, 1119, 11200, 1234, 125, 140, 1432, 1435, 14459, 1445, 1493, 1499, 1512, 1524, 1543, 1544, 1545, 1548, 1604, 1630, 1636, 177, 1890, 19016, 1906, 19225, 1950, 1956, 1969, 2017, 2022, 2048, 2050, 2052, 2064, 2066, 2067, 2068, 207, 2099, 2100, 2137, 2152, 2172, 217, 21844, 2191, 2247, 2252, 2263, 2272, 239, 240, 246, 252969, 255313, 26018, 2626, 26281, 27030, 27076, 27113, 27250, 27346, 283, 29108, 29117, 2944, 2950, 2952, 2953, 2956, 29883, 29931, 3091, 3185, 324, 3265, 328, 3290, 3291, 331, 3320, 332, 3336, 3371, 338377, 3383, 3397, 3400, 3456, 3458, 3479, 3480, 3481, 3486, 348, 3553, 3557, 355, 3565, 3569, 356, 3576, 3577, 3579, 3586, 3604, 3606, 3620, 3621, 3643, 3667, 3689, 3716, 3732, 3756, 3757, 3791, 3845, 387, 3897, 3938, 3952, 3953, 3958, 3996, 4035, 4056, 4060, 406925, 407041, 407042, 4070, 4072, 4085, 4089, 4092, 4094, 4176, 4193, 4224, 4233, 4254, 4255, 4261, 4282, 4292, 4312, 4313, 4314, 4316, 4318, 4319, 4320, 4350, 4361, 4436, 4437, 4486, 4524, 4582, 4595, 4609, 4629, 4654, 467, 472, 5037, 5054, 50, 5111, 5294, 5315, 5328, 5329, 5335, 5338, 5347, 5366, 5395, 5435, 55872, 55884, 56254, 567, 56852, 57188, 572, 573, 5743, 5754, 57817, 5788, 581, 586, 5879, 5915, 595, 5967, 596, 598, 60665, 6282, 6303, 6374, 6382, 6387, 63923, 6406, 64127, 641, 6422, 6423, 64321, 6480, 64946, 6502, 6513, 6555, 655, 664, 6657, 6692, 672, 673, 687, 688, 699, 701, 706, 7074, 7076, 7079, 7082, 7083, 7097, 7099, 7113, 7124, 7216, 7293, 7295, 7298, 7422, 7424, 7472, 7507, 7508, 7515, 7517, 768, 79661, 79695, 79968, 80317, 841, 857, 864, 8797, 8824, 8828, 8836, 8837, 8841, 9069, 9073, 9075, 9076, 9126, 9156, 9232, 9245, 929, 92, 9314, 9353, 9370, 9423, 9447, 9501, 9518, 9610, 9770, 9
DOID:2598	laryngeal benign neoplasm	 	D007822	C3156	6696, 7515
DOID:2600	laryngeal carcinoma	 	 	C4855	1191, 2944, 2950, 2952, 3106, 3569, 3576, 4288, 4312, 4318, 596, 79893, 836
DOID:2876	laryngeal squamous cell carcinoma	 	 	C4044	1026, 1029, 10987, 10, 1994, 2064, 332, 3596, 3956, 4292, 4436, 4609, 5111, 572, 5743, 5925, 596, 6502, 653499, 6696, 79370, 857, 891, 896
DOID:2596	larynx cancer	161.9	D007822	C7484	10, 11132, 125, 126, 17390, 2052, 2944, 2952, 301, 3576, 4257, 4683, 5925, 682, 9
DOID:10071	larynx squamous papilloma	 	 	C7742	1026
DOID:11862	late pregnancy	645	 	 	10060, 2099, 2100, 3479, 3630, 3764, 3767, 5327, 5328, 5950, 9370
DOID:230	lateral sclerosis	335.24	D016472	 	4741, 57679, 6647, 6683
DOID:2847	learning disability	 	D007859	 	4137
DOID:8927	learning disability	 	D007859	 	4137
DOID:14791	Leber congenital amaurosis	 	D057130	 	1406, 3614, 5132, 57096, 6121, 7287, 80184, 9227
DOID:705	leber hereditary optic neuropathy	 	D029242	C84808	3974, 4694
DOID:14415	Legg-Calve-Perthes Disease	 	D007873	 	2244
DOID:10458	legionellosis	 	D007876	 	3456, 3661, 57506
DOID:10457	Legionnaires' disease	482.84	D007877	 	7099
DOID:3652	Leigh disease	 	D007888	C84814	374291, 4508, 4536, 4537, 4719, 4724, 522, 6427
DOID:127	leiomyoma	 	D007889	C3157	10152, 1029, 10979, 12048, 142, 1490, 1636, 1950, 1956, 1958, 2099, 2100, 2113, 216, 2192, 2247, 2735, 284, 285, 3479, 3480, 367, 3845, 3897, 406881, 4313, 5047, 5111, 56034, 578, 581, 5947, 596, 6256, 6275, 6469, 7075, 7422, 9232
DOID:5132	leiomyoma cutis	 	 	C4482	2271
DOID:5138	leiomyomatosis	 	D018231	C3748	2271
DOID:1967	leiomyosarcoma	 	D007890	C3158	2271, 2735, 3679, 4193, 4313, 596, 6302, 800, 9332
DOID:9065	leishmaniasis	85.9	D007896	C34767	3458, 3586
DOID:14291	LEOPARD syndrome	 	D044542	C84820	5781, 5894
DOID:10887	lepromatous leprosy	30	D015440	 	3459, 3594, 7097
DOID:1024	leprosy	30.9	D007918	C84824	3105, 3586, 3593, 4049, 4153, 4276, 5071, 56244, 6356, 6504, 6556, 7097, 7124, 910
DOID:1919	Lesch-Nyhan syndrome	 	D007926	C61255	3251, 353
DOID:1240	leukemia	208.9	D007938	C3161	10018, 10059, 10215, 1026, 1027, 1028, 1029, 1030, 10320, 10346, 10397, 10507, 1050, 10524, 1052, 1053, 10550, 10578, 10673, 10855, 10874, 1088, 10982, 11126, 11214, 1387, 1399, 142, 1432, 1436, 1437, 1441, 1491938, 1499, 1511, 1535, 1536, 1543, 1636, 1649, 17863, 18750, 1910, 1991, 2030, 2057, 2077, 207, 2120, 2122, 21432, 2152, 2157, 2162, 2175, 2208, 2247, 2261, 2272, 2277, 22806, 23802, 246, 25865, 25, 2623, 26408, 2650, 26574, 2678, 267, 2697, 2768, 284, 286530, 28996, 28, 290, 29102, 2944, 2952, 302, 30766, 3105, 3106, 3190, 3202, 3204, 3205, 3206, 3213, 3214, 3232, 328, 3308, 331, 3326, 332, 3383, 3397, 3400, 3492, 351, 3559, 355, 3560, 3561, 3562, 3563, 356, 3586, 3606, 3635, 3662, 3676, 3684, 3688, 3717, 3725, 3757, 3791, 3810, 3811, 3815, 3821, 387, 3916, 3952, 4004, 4005, 4023, 4056, 406948, 406950, 4102, 4170, 4193, 4211, 4217, 4221, 4254, 4261, 4276, 4277, 427, 4292, 4297, 4299, 4300, 4318, 4330, 4353, 4363, 441931, 4436, 4515, 4524, 4602, 4609, 4613, 4629, 4671, 4680, 4684, 4691, 472, 4763, 5027, 5071, 5087, 5294, 5295, 5324, 5326, 5329, 5330, 5359, 55872, 56616, 56899, 57019, 57167, 57379, 5777, 5781, 581, 5879, 5888, 5894, 5897, 5914, 5925, 595, 596, 5972, 598, 604, 613, 6198, 6351, 6352, 6362, 6367, 6387, 63976, 6400, 6402, 64127, 6418, 641, 643, 648, 6573, 6648, 675, 699, 7076, 7161, 7164, 7165, 7172, 7178, 7276, 7298, 7422, 7424, 7468, 7490, 79017, 79870, 80328, 818, 836, 860, 861, 862, 865, 8795, 8797, 8829, 8837, 8850, 887, 8900, 891, 9141, 921, 924, 925, 930, 931, 942, 945, 9638, 9759, 9994, 9
DOID:6612	leukocyte adhesion deficiency	 	 	C27874	3683, 3689
DOID:611	leukocyte-adhesion deficiency syndrome	 	D018370	 	3689, 5909
DOID:10579	leukodystrophy	330	 	C61253	3329, 4358, 8890, 8892, 8893
DOID:644	leukoencephalopathy	 	D056784	C27059	1231, 1234, 2639, 6352, 6387, 8893
DOID:615	leukopenia	288.5	D007970	C26816	1050, 28234
DOID:12217	Lewy body dementia	331.82	D020961	C84826	10376, 1139, 348, 351, 358, 361, 5071, 56816, 64158, 6531, 6622
DOID:2696	Leydig cell tumor	 	D007984	C3188	2271, 269
DOID:9201	lichen planus	697	D008010	C3189	3458, 3620, 4313, 4314, 4318, 55894, 596, 7124
DOID:3012	Li-Fraumeni syndrome	 	D016864	C3476	11200, 4193, 581, 675
DOID:11724	limb-girdle muscular dystrophy	 	D049288	C84828	2010, 29954, 361, 4000, 6443, 6445, 79147, 825, 859, 8837, 9499
DOID:1577	limited scleroderma	 	D045745	 	7486
DOID:10583	lipid storage disease	272.8	D008064	 	57104, 5867, 6620
DOID:811	lipodystrophy	272.6	D008060	 	2030, 2688, 3177, 355, 3952, 4000, 56729, 6347, 64078, 7124, 9153, 9154, 9370
DOID:10966	lipoid nephrosis	 	D009402	 	1636, 3263, 3606, 3952, 3953, 4094, 5970
DOID:14498	lipoid proteinosis	 	D008065	C84829	1893
DOID:3382	liposarcoma	 	D008080	C3194	10644, 1649, 4193
DOID:11573	listeriosis	27	D008088	C82994	7184
DOID:12300	liver cancer	 	D008113	 	10272, 10395, 114031, 114613, 1499, 174, 1956, 207, 216, 2182, 26354, 27430, 274, 3480, 3569, 3586, 3679, 4144, 4233, 4313, 4440, 4494, 5321, 55876, 56984, 57447, 5940, 5947, 63970, 6422, 6423, 6424, 6425, 6528, 6648, 7070, 7124, 8842, 9368, 944566
DOID:3571	liver cancer	 	D008113	 	10224, 1026, 10468, 1051, 10635, 116590, 123, 125, 126, 1432, 1544, 174, 1843, 1956, 2064, 210, 2181, 2272, 229, 24373, 2678, 2688, 2705, 27343, 285, 3091, 3315, 3329, 332, 335, 345, 3479, 3480, 3481, 3482, 3484, 3516, 3553, 3558, 355, 3570, 3625, 4018, 4318, 434, 4547, 4609, 48, 57586, 5887, 5923, 5925, 5928, 6198, 6317, 6462, 650, 652799, 652, 654, 6558, 6623, 664, 675, 7076, 81649, 8795, 8797, 9021, 9076, 9787, 9965
DOID:5082	liver cirrhosis	 	D008103	C2951	1029, 11093, 11450, 1401, 183, 1890, 1950, 2152, 2157, 2247, 246253, 2671, 289036, 312670, 3479, 3484, 3486, 348, 350, 359, 3630, 3856, 3875, 3952, 4193, 4314, 4524, 56729, 5947, 5950, 6403, 6517, 655, 6648, 7490, 79602, 9158, 9370, 943
DOID:409	liver disease	573.9	D008107	C3196	1234, 1471, 2052, 2056, 2235, 2244, 249, 2678, 27232, 2950, 3315, 3458, 3479, 3481, 3484, 3485, 3486, 3489, 348, 3569, 3572, 3606, 3627, 3856, 3875, 4358, 5062, 5314, 5322, 540, 7097, 9370, 9563
DOID:12722	liver metastasis	197.7	 	C4758	10097, 10163, 102, 11065, 1113, 11156, 1495, 1499, 17295, 1890, 1956, 2064, 2152, 2641, 3175, 317, 328, 3456, 3480, 3552, 3569, 3576, 3655, 3672, 3685, 3690, 3815, 383, 3897, 4070, 4089, 4193, 4233, 4255, 4313, 4316, 4318, 5111, 5122, 5126, 58, 6364, 6513, 7076, 7082, 7184, 7295, 7422
DOID:3010	lobular neoplasia	 	 	C27939	2099, 2100, 5743, 857
DOID:9503	Loeffler syndrome	 	D011657	C35301	4582, 6361
DOID:2843	long QT syndrome	426.82	D008133	C34786	10142, 287, 3751, 3752, 3753, 3757, 3784, 6262, 6330, 6331, 6640, 859
DOID:4069	long QT syndrome	426.82	D008133	C34786	3757, 3784
DOID:13544	low tension glaucoma	365.12	D057066	 	10133, 1909, 3552, 4524, 4653
DOID:3910	lung adenocarcinoma	 	C538231	C3512	10232, 1048, 11009, 11186, 1234, 12447, 1400, 1490, 1499, 1525, 1545, 154, 1553, 177, 1869, 1890, 1917, 1956, 196, 1977, 1984, 2064, 2068, 2100, 2170, 21803, 2591, 26395, 267, 2944, 2952, 3565, 3569, 3572, 3576, 3596, 3845, 3909, 3925, 4023, 4070, 4233, 4255, 4288, 4318, 4582, 4610, 558, 563, 5970, 598, 6240, 6241, 6273, 6275, 6286, 6352, 637, 6387, 64316, 6435, 6436, 64866, 6696, 672, 673, 675, 7080, 7424, 7508, 80279, 842, 857, 864, 8837, 898, 9133, 916, 9476, 947, 9503
DOID:3683	lung benign neoplasm	 	D008175	C3200	10016, 11009, 11082, 11186, 11334, 1140, 11852, 1398, 1475, 1476, 1499, 1591, 1612, 17381, 177, 2068, 238, 2697, 27436, 315996, 31, 32, 3558, 3559, 355, 3565, 356, 3673, 3688, 3845, 388, 4153, 4255, 4288, 429, 4318, 4319, 4321, 4353, 4486, 5008, 5054, 5079, 5327, 57007, 5934, 596, 6361, 6405, 6513, 6597, 6647, 7476, 7515, 9232
DOID:1324	lung cancer	162.3	 	 	10018, 10140, 101, 10257, 10266, 1026, 1029, 10395, 10401, 1050, 10642, 10664, 10761, 10855, 10874, 10928, 10971, 10, 11009, 11035, 11116, 11186, 11200, 11228, 11334, 1136, 1138, 11651, 116, 117, 126, 128, 1387, 1398, 1437, 1440, 1485, 1499, 1508, 1543, 1544, 1545, 1548, 1591, 1594, 177, 18024, 18759, 1910, 1950, 1956, 1969, 20133, 2042, 2052, 2064, 2065, 2066, 2067, 2068, 2071, 2073, 2074, 207, 20869, 2100, 2118, 217, 21809, 218, 2202, 22042, 2237, 2260, 2264, 2272, 238, 255313, 257019, 25890, 25942, 2626, 26524, 2690, 2693, 2705, 2706, 27122, 2729, 2730, 27343, 27436, 29089, 290, 2944, 2948, 2950, 2952, 3091, 3099, 3106, 3240, 3248, 324, 328, 329, 3309, 330, 331, 332, 335, 3458, 3479, 3486, 3490, 3491, 3553, 3554, 3557, 355, 3569, 356, 3576, 3586, 3611, 3621, 3622, 3678, 3688, 3690, 3760, 3762, 3763, 3765, 3820, 3845, 384, 3856, 387, 3880, 391533, 3952, 4023, 4049, 4057, 406913, 4086, 4090, 4149, 4170, 4193, 4214, 4233, 4250, 4255, 4282, 4288, 4292, 4312, 4313, 4314, 4318, 4321, 4331, 4353, 43, 4524, 4610, 4683, 472, 5029, 5031, 5052, 50689, 50868, 5111, 5155, 5315, 5329, 5340, 5426, 551, 56717, 56896, 57016, 57060, 57082, 5744, 5747, 57491, 5800, 581, 5829, 5888, 5915, 5925, 5934, 595, 596, 598, 6091, 6198, 6235, 6240, 6367, 637, 6387, 6401, 6403, 64127, 641, 6422, 6441, 6470, 64840, 6489, 6502, 6513, 6573, 6590, 6597, 6623, 6648, 664, 6678, 6696, 673, 7080, 7099, 7161, 7276, 7280, 7295, 7298, 7345, 7422, 7430, 7476, 7507, 7508, 7515, 7517, 768, 79365, 79444, 79723, 820, 836, 838, 841, 842, 864, 875, 8840, 8945, 9021, 902, 9131, 9308, 9370, 9403, 9429, 9503, 9700, 9770, 9817, 9826, 9928, 9988
DOID:3905	lung carcinoma	 	 	C4878	1026, 1029, 10863, 114774, 11651, 1499, 1633, 16653, 1956, 2064, 2068, 207, 259, 26512, 3091, 332, 3364, 360, 3697, 3699, 4312, 4313, 4318, 4323, 4361, 5074, 5329, 56616, 5921, 596, 598, 650, 659, 7076, 7077, 7080, 7083, 7084, 7424, 7515, 8877, 9988
DOID:850	lung disease	513	D008171	 	1080, 10988, 133, 17395, 196, 1991, 2147, 23892, 26585, 3576, 3593, 3627, 3784, 3932, 4153, 4318, 4586, 56307, 6374, 64370, 6439, 6440, 6441, 6696, 7097, 727897, 729238, 780, 796, 820, 847
DOID:5583	lung giant cell carcinoma	 	D018286	C3779	7074
DOID:2158	lung metastasis	197	 	C3577	10874, 11156, 140433, 1509, 18792, 2064, 2069, 2706, 3371, 3480, 3675, 3688, 4312, 4313, 4323, 4582, 5328, 5743, 5744, 596, 7430, 9510
DOID:5409	lung small cell carcinoma	 	D055752	C4917	10181, 10215, 10257, 1026, 1027, 1029, 10395, 1051, 10643, 10863, 11145, 11162, 11186, 1525, 1543, 1832, 1869, 1871, 1956, 2026, 2056, 2057, 2064, 2065, 2067, 2068, 2100, 2185, 2247, 2668, 2944, 2952, 332, 3373, 3383, 3576, 3587, 3815, 3845, 3875, 387, 389, 3958, 4133, 4233, 4288, 4313, 4318, 4353, 4521, 5328, 5329, 56616, 5743, 5834, 5910, 5925, 5957, 595, 596, 5979, 6240, 6303, 6387, 6502, 65108, 6656, 7077, 7080, 7476, 7515, 780, 796, 841, 857, 8795, 9024, 9112, 9212, 9254, 928, 9928, 9940
DOID:3907	lung squamous cell carcinoma	 	 	C3493	1525, 1612, 57016, 6189, 7078
DOID:8857	lupus erythematosus	695.4	 	C27153	1038, 10673, 1113, 1390, 1401, 1636, 183, 185, 1997, 2099, 2212, 29851, 3500, 3501, 355, 3569, 356, 3603, 4282, 4318, 5027, 5133, 6347, 6352, 6625, 6696, 7076, 7167, 720, 8870, 919, 939
DOID:5380	lupus vulgaris	 	D008177	 	1038, 1390, 1401, 1636, 183, 185, 1997, 2099, 2212, 3500, 3501, 355, 3569, 356, 3603, 4282, 4318, 5027, 5133, 6347, 6352, 6625, 6696, 7076, 7167, 8870, 919, 939
DOID:11729	Lyme disease	88.81	D008193	C45161	2026, 3329, 3553, 3569, 4312, 4322, 6347, 6373, 7097
DOID:12233	Lyme disease	88.81	D008193	C45161	10563
DOID:1602	lymphadenitis	 	D008199	C26821	9021
DOID:3319	lymphangioleiomyomatosis	 	D018192	C38153	10630, 2277, 24855, 3918, 5054, 5329, 7078, 7249
DOID:3682	lymphangioleiomyomatosis	 	D018192	C38153	7249
DOID:1475	lymphangioma	228.1	D008202	C8965	3791
DOID:2642	lymphangiomyoma	 	D008203	C3204	10630
DOID:75	lymphatic system disease	 	D008206	C3206	10803
DOID:4977	lymphedema	 	D008209	C3207	2303
DOID:1037	lymphoblastic leukemia	204.9	D007945	C7539	1029, 10320, 1050, 1493, 25, 3207, 3559, 4297, 4680, 5087, 5817, 5819, 60468, 6387, 648, 896
DOID:5660	lymphoepithelioma-like carcinoma	 	 	C4107	6146
DOID:13819	lymphogranuloma venereum	99.1	D008219	C26822	7097
DOID:353	lymphoma	 	D008223	C3208	10051, 1026, 1027, 1029, 10320, 10395, 10592, 10642, 10643, 10644, 10673, 10987, 11200, 1233, 1524, 170770, 17869, 18567, 196, 2026, 207, 2099, 21941, 2247, 2261, 2262, 2277, 22806, 22807, 238, 257144, 2625, 26419, 2650, 27086, 27113, 317, 327657, 3394, 3400, 3458, 3492, 3559, 355, 3565, 3586, 3592, 3601, 3606, 3661, 3665, 3726, 3738, 3783756, 3916, 3932, 395090, 3956, 406952, 4193, 4261, 4314, 4318, 4436, 4524, 4609, 4613, 4773, 5122, 5126, 5134, 57142, 572, 57379, 5743, 5744, 5753, 5777, 5800, 5879, 5925, 596, 5981, 598, 602, 6046, 604, 6373, 6387, 64421, 6470, 6502, 6566, 6573, 6708, 682, 7076, 7185, 7247, 7298, 7424, 7428, 836, 8864, 8915, 894, 896, 921, 943, 9961, 9962, 9963
DOID:614	lymphopenia	288.51	D008231	C26823	1489671, 3558, 355, 3574, 3600, 598, 6375, 940
DOID:619	lymphoproliferative disease	 	D008232	C9308	10563, 238, 3105, 3106, 3458, 355, 356, 3586, 3606, 3627, 4068, 4283, 4436, 4524, 6361, 6366, 6367, 6375, 6624, 6696
DOID:8675	lymphosarcoma	200.1	D008228	C26919	10894, 3458, 639
DOID:3040	Lynch syndrome	 	D003123	 	2113, 2956, 351, 4292, 4312, 4318, 4436, 4582, 5395, 581, 673, 768, 834, 9156
DOID:3211	lysosomal storage disease	 	D016464	C61250	1200, 57192, 6622, 7345
DOID:1440	Machado-Joseph disease	 	D017827	C84830	4287
DOID:2186	macrocephaly	 	C537717	 	254065, 255928, 26047, 2639, 64324
DOID:9080	macroglobulinemia	273.3	D008258	C80307	1043, 10673, 3676, 3815, 6387
DOID:2565	macular corneal dystrophy	371.55	D003317	C34793	4166
DOID:4448	macular degeneration	 	D008268	 	2202, 24, 348, 5961, 7439, 8842
DOID:4449	macular retinal edema	 	D008269	C35468	25589, 348, 3791, 54251
DOID:13581	magnesium deficiency	 	D008275	 	254428
DOID:2241	major depressive disorder	296.3	 	C34796	10611, 1861, 553
DOID:12365	malaria	84.6	D008288	C34797	1118, 1181, 1536, 154, 18441, 197, 2212, 259197, 3106, 3240, 3251, 3383, 3458, 348, 3558, 3565, 3569, 3586, 3593, 3606, 360, 3659, 3998, 4153, 4233, 4282, 5028, 5313, 57817, 6352, 6362, 6521, 6708, 7097, 7099, 7124, 823, 824, 8876
DOID:1614	male breast cancer	175.9	 	 	11200, 672, 675
DOID:9796	male breast cancer	175.9	 	 	1026, 1027, 2099, 4221, 672, 675
DOID:12336	male infertility	606.9	D007248	 	1080, 11004, 1390, 1589, 1617, 1618, 2099, 225865, 283629, 29118, 2944, 3306, 338, 3640, 367, 4282, 4524, 4552, 5428, 57491, 6664, 675, 676, 79582, 9985
DOID:1907	malignant fibroxanthoma	 	D051677	C4247	1029, 1839, 2069, 4288, 5925, 685, 7430, 7486
DOID:2627	malignant glioma	 	D005910	C3059	10124, 10215, 1026, 1027, 1028, 1029, 1031, 1032, 10362, 10371, 10512, 1051, 10653, 10763, 10855, 10963, 10991, 11010, 11096, 11156, 1116, 11315, 1181, 1182, 1432, 1462, 1490, 1545, 1634, 1641, 17393, 18016, 182, 1869, 1942, 1950, 1956, 1969, 2034, 2048, 2064, 2067, 2068, 207, 208, 2118, 2173, 2185, 2247, 2289, 2305, 24924, 253260, 25589, 25875, 2621, 26362, 2735, 28514, 285, 29126, 29645, 3091, 328, 3309, 3312, 332, 3371, 3373, 3479, 3480, 3485, 3491, 351, 355, 3565, 3566, 3569, 356, 3572, 358, 3598, 3603, 3611, 361, 3621, 3675, 3678, 3685, 3688, 3725, 3738, 3741, 3779, 3791, 3815, 387, 3897, 3910, 3911, 3918, 3956, 3958, 3981, 3987, 406991, 4087, 40, 4193, 4255, 4282, 4313, 4316, 4318, 4321, 4323, 4552, 472, 4771, 482, 5008, 5054, 5080, 5155, 5294, 5328, 54250, 545, 55859, 558, 56616, 56666, 5747, 575, 5764, 57787, 5795, 5879, 5880, 5881, 58920, 5894, 5915, 5934, 595, 596, 5989, 60672, 6091, 6284, 63827, 6382, 6387, 64101, 6416, 65065, 6623, 6624, 6660, 6663, 6667, 6678, 673, 7078, 7124, 7185, 7186, 7291, 732093, 7341, 7442, 7447, 7474, 7490, 7518, 79682, 800, 80309, 811, 816, 836, 841, 860, 8795, 8828, 8829, 8837, 8841, 8842, 885, 8870, 8930, 9093, 9166, 9211, 9212, 9232, 9294, 9315, 9334, 9353, 9806, 9844
DOID:3070	malignant glioma	 	D005910	C3059	10124, 1026, 1027, 1028, 1029, 1031, 1032, 10371, 10457, 10512, 1051, 10653, 10855, 10963, 10991, 11009, 11010, 11096, 11315, 1181, 1182, 1432, 1634, 1641, 17393, 18016, 182, 1869, 187, 1956, 2034, 2048, 2064, 207, 208, 2118, 2147, 2173, 2185, 2289, 2305, 24924, 25589, 2621, 26362, 27122, 2735, 28514, 285, 29126, 29645, 3091, 328, 3309, 3312, 332, 3373, 3479, 3480, 3485, 3491, 351, 355, 3565, 3566, 3569, 356, 3572, 358, 3597, 3598, 3611, 361, 3675, 3678, 3688, 3725, 3738, 3741, 3779, 3791, 387, 3897, 3910, 3911, 3956, 3981, 3987, 406991, 4087, 40, 4192, 4193, 4194, 4233, 4255, 4313, 4316, 4318, 4321, 4323, 4552, 472, 4771, 482, 5008, 5045, 5054, 5154, 5155, 5294, 5328, 545, 55859, 558, 56616, 5743, 5747, 575, 5764, 5795, 5879, 5881, 5894, 5915, 595, 596, 5989, 6091, 6364, 63827, 6382, 6387, 64101, 6416, 65065, 6624, 6660, 6667, 6670, 6678, 7124, 732093, 7341, 7431, 7442, 7447, 7474, 7490, 7518, 768, 79682, 800, 80309, 811, 816, 836, 841, 8828, 8829, 8837, 8842, 8862, 8870, 896, 898, 9211, 9232, 9294, 9315, 9334, 9353, 9806, 9844
DOID:8580	malignant histiocytosis	202.3	D054747	C7202	4306
DOID:10824	malignant hypertension	 	D006974	C3118	11093, 183
DOID:8545	malignant hyperthermia	995.86	D008305	C84869	396718, 6261, 779
DOID:1790	malignant mesothelioma	 	 	C7865	10232, 1028, 1029, 1030, 11186, 1956, 2057, 2247, 2272, 331, 3815, 3852, 4254, 4288, 4318, 4771, 5970, 6513, 6591, 6696, 7424, 7490, 8797, 8837, 9166
DOID:8862	malignant neoplasm of lip, oral cavity and pharynx	145	 	 	1543, 2944
DOID:8894	malignant neoplasm of lip, oral cavity and pharynx	145	 	 	1026, 1027, 1029, 1030, 10631, 1499, 1548, 1634, 1890, 1956, 2195, 220064, 2272, 2944, 2947, 2950, 2952, 3371, 3480, 3481, 3553, 3565, 3576, 3586, 3606, 3673, 3965, 4133, 4255, 4314, 4316, 4318, 4322, 4609, 5094, 5328, 5743, 5745, 595, 6387, 648, 6615, 682, 7099, 7428, 7515, 7516, 7517, 7518, 79923, 857
DOID:2227	malignant neoplasm of lymphatic and hemopoietic tissue	202.8	 	 	3107, 3717
DOID:5940	malignant peripheral nerve sheath tumor	 	D018317	C3798	1029, 1030, 10663, 10763, 1956, 3815, 4322, 4763, 650, 651, 652, 653
DOID:13906	malignant pleural effusion	511.81	D016066	C9432	1956, 3685, 3688, 4318, 6347, 6356, 6367, 6373, 7490, 794, 919
DOID:7474	malignant pleural mesothelioma	 	 	C7376	10121, 10158, 10232, 1026, 1029, 1030, 11186, 1956, 2944, 332, 4288, 4318, 57099, 5970, 6648, 6696, 673
DOID:5563	malignant teratoma	 	D013724	C4286	2627, 6657
DOID:8452	malnutrition	269.8	 	 	1471, 197, 3383, 3479, 3553, 3557, 3569, 3630, 3952, 4160, 4276, 847
DOID:9269	maple syrup urine disease	 	D008375	C34806	1629, 593, 594
DOID:12328	marasmus	261	D011502	 	6462
DOID:14323	Marfan syndrome	759.82	D008382	C34807	14118, 2200, 2201
DOID:9254	mast-cell leukemia	 	D007946	C3169	1499, 3815
DOID:350	mastocytosis	 	D008415	C84269	3815, 596, 598, 64499, 7177
DOID:8622	measles	55	D008457	 	3576, 3592, 3600, 6504
DOID:3974	medullary carcinoma	 	D018276	C66718	5979, 6598
DOID:3858	medulloblastoma	 	D008527	C3222	1029, 1031, 10855, 11162, 11186, 1499, 1605, 19206, 1936, 20423, 2064, 2066, 2251, 2290, 29103, 332, 3480, 3688, 3945, 4318, 4601, 4609, 4613, 4683, 5015, 5155, 56034, 56998, 5978, 6091, 6156, 6224, 6275, 6447, 6469, 648, 6620, 6622, 6623, 7078, 7161, 7471, 7490, 841, 891, 9353, 9928
